"strataID","YEAR","BpS_Code","SCLASS","STATE","ew","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N","AREA_STRATA","avg","low","high","departure"
"2011_Oregon_Na0210290_fdw",2011,"Na0210290_fdw","A",NA,NA,NA,0,861.795620451071,NA,NA,NA,NA,11570.6416294558,1071.20817389364,861.795620451071,1280.62071576557,0
"2011_Oregon_Na0210290_fdw",2011,"Na0210290_fdw","B","Oregon","westside","B",0.0330442966579983,843.540156326614,2.0399615802395e-07,28905779.5551322,1,7550,11570.6416294558,126.457185399434,54.8121426903756,198.102228108492,645.437928218122
"2011_Oregon_Na0210290_fdw",2011,"Na0210290_fdw","C",NA,NA,NA,0,2166.25288776042,NA,NA,NA,NA,11570.6416294558,2450.62948775153,2166.25288776042,2735.00630758483,0
"2011_Oregon_Na0210290_fdw",2011,"Na0210290_fdw","D",NA,NA,NA,0,7158.15159524942,NA,NA,NA,NA,11570.6416294558,7511.89603154114,7158.15159524942,7865.64046783286,0
"2011_Oregon_Na0210290_fdw",2011,"Na0210290_fdw","E","Oregon","westside","E",0.0410095214293827,540.901369668259,2.96433122402704e-07,40498946.6757407,1,7550,11570.6416294558,410.450623592985,279.999854376428,540.901369668259,0
"2011_Oregon_Na0210290_fwo",2011,"Na0210290_fwo","A","Oregon","eastside","A",0.109867448426376,17166.3920283528,1.30308404657449e-06,89225677.9381481,4,7550,137459.125118621,12725.9440849402,10238.1247135588,15213.7633188624,1952.62870949039
"2011_Oregon_Na0210290_fwo",2011,"Na0210290_fwo","B","Oregon","eastside","B",0.498137418789527,3092.98263870012,2.0553548499611e-05,437258367.805598,16,7550,137459.125118621,1502.31029761718,651.167793574678,2353.45280165967,739.529837040443
"2011_Oregon_Na0210290_fwo",2011,"Na0210290_fwo","C","Oregon","eastside","C",0.00708377482763718,25735.0660640277,8.91113310770528e-09,1200348.5086335,1,7550,137459.125118621,29113.4576771145,25735.0660640277,32491.8519019246,0
"2011_Oregon_Na0210290_fwo",2011,"Na0210290_fwo","D",NA,NA,NA,0,85038.7806709493,NA,NA,NA,NA,137459.125118621,89241.2615951231,85038.7806709493,93443.7425192969,0
"2011_Oregon_Na0210290_fwo",2011,"Na0210290_fwo","E","Oregon","eastside","E",0.264670093208524,6425.90371659101,6.40663678778432e-06,249724128.262915,6,7550,137459.125118621,4876.14995177565,3326.39591204203,6425.90371659101,0
"2011_Oregon_Na0210350_fvg",2011,"Na0210350_fvg","A","Oregon","westside","A",0.00832693999449504,3127.27529715331,1.14992068881936e-08,1523175.03747014,1,7550,83832.1100602171,4238.27383269606,3127.27529715331,5349.27220057459,0
"2011_Oregon_Na0210350_fvg",2011,"Na0210350_fvg","B","Oregon","westside","B",0.1440938041615,11374.6645364114,2.19425881287552e-06,141713574.828874,3,7550,83832.1100602171,8536.518725798,6989.89199558238,10083.1446176925,1291.51991871889
"2011_Oregon_Na0210350_fvg",2011,"Na0210350_fvg","C",NA,NA,NA,0,6058.66991108579,NA,NA,NA,NA,83832.1100602171,7539.23433977855,6058.66991108579,9019.79801398232,0
"2011_Oregon_Na0210350_fvg",2011,"Na0210350_fvg","D",NA,NA,NA,0,34093.0817761312,NA,NA,NA,NA,83832.1100602171,36845.0828840963,34093.0817761312,39597.0839920614,0
"2011_Oregon_Na0210350_fvg",2011,"Na0210350_fvg","E","Oregon","westside","E",0.384117161613766,29178.4185394354,1.2918694983972e-05,358793153.925305,9,7550,83832.1100602171,26673.0011161693,24167.5852857133,29178.4185394354,0
"2011_Oregon_Na0710270_fdd",2011,"Na0710270_fdd","A","Oregon","eastside","A",0.487329108637625,135105.011186384,6.81224808173269e-06,644143983.772035,60,14475,1587887.90654531,143333.347305565,116335.546763921,170331.149435097,0
"2011_Oregon_Na0710270_fdd",2011,"Na0710270_fdd","B","Oregon","eastside","B",3.0383899305423,150373.390685658,0.000241496310144372,4558848877.15537,167,14475,1587887.90654531,100162.767113733,75292.0964480331,125033.429839993,25339.9608456649
"2011_Oregon_Na0710270_fdd",2011,"Na0710270_fdd","C","Oregon","eastside","C",0.0182968113102874,282112.233535293,2.7990066307228e-08,15071670.9020648,3,14475,1587887.90654531,318380.387264741,282112.233535293,354648.540994189,0
"2011_Oregon_Na0710270_fdd",2011,"Na0710270_fdd","D",NA,NA,NA,0,627939.269616222,NA,NA,NA,NA,1587887.90654531,671318.463345439,627939.269616222,714697.598322805,0
"2011_Oregon_Na0710270_fdd",2011,"Na0710270_fdd","E","Oregon","eastside","E",2.04027086883818,392358.001521754,0.000101471703977397,2828719520.15588,145,14816,1587887.90654531,354692.941515832,317027.910091893,392358.001521754,0
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","A","Oregon","eastside","A",0.0191386464397964,2315.57105223819,2.88805752101468e-08,3869123.30997849,2,6925,308464.712196654,45501.7456788603,38957.6668096082,52045.8245481123,-36642.0957573701
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","A","Oregon","westside","A",0.0478781731563925,5792.74569618775,7.9710307323536e-08,9286794.92868118,6,6925,308464.712196654,45501.7456788603,38957.6668096082,52045.8245481123,-33164.9211134205
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","B","Oregon","eastside","B",0.0174446895724932,2110.62043057295,3.03225623106793e-08,4132817.03786179,1,6925,308464.712196654,69994.4632244167,62205.6656977205,77783.2548902834,-60095.0452671475
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","B","Oregon","westside","B",0.419966921600933,58988.3278450511,2.61076802105267e-06,182424360.178624,28,7266,308464.712196654,69994.4632244167,62205.6656977205,77783.2548902834,-3217.33785266937
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","C","Oregon","westside","C",0.020716338538583,2909.8057647126,2.69419824116758e-08,4500386.16137626,3,7266,308464.712196654,49178.3254788025,42160.8399549128,56195.8082265099,-39251.0341902002
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","D","Oregon","westside","D",0.0124713969968364,1508.9053427935,1.4973491880864e-08,2045298.23104736,1,6925,308464.712196654,15196.0430207526,10827.3553936899,19564.7309562801,-9318.45005089641
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","E","Oregon","eastside","E",0.161408070528588,19528.6462336462,4.33411242442649e-07,36842209.6361222,9,6925,308464.712196654,128594.133251499,120242.626376731,136945.65215639,-100713.980143084
"2011_Oregon_Na0710412_fmc",2011,"Na0710412_fmc","E","Oregon","westside","E",0.725668501371463,215310.089831452,1.34623404640361e-05,890703507.926631,68,14816,308464.712196654,128594.133251499,120242.626376731,136945.65215639,78364.4376750618
"2011_Oregon_Na0710412_fmh",2011,"Na0710412_fmh","A","Oregon","eastside","A",0.218838606843854,94717.8607084234,1.44089382171953e-06,272442447.348678,32,14816,749970.930910593,110628.494007692,94717.8607084234,126539.12730696,0
"2011_Oregon_Na0710412_fmh",2011,"Na0710412_fmh","B","Oregon","eastside","B",0.876945488844874,193466.490433078,1.92819988285193e-05,977712853.21269,91,14816,749970.930910593,170177.691863622,151240.771364118,189114.598113679,4351.89231939954
"2011_Oregon_Na0710412_fmh",2011,"Na0710412_fmh","C","Oregon","eastside","C",0.0222248289379516,102505.742597877,2.74054606353234e-08,3492928.44994377,3,6925,749970.930910593,119567.370534261,102505.742597877,136628.991720908,0
"2011_Oregon_Na0710412_fmh",2011,"Na0710412_fmh","D","Oregon","eastside","D",0.0249462496924465,26324.5729019682,3.14681197630991e-08,11820439.3188162,5,14475,749970.930910593,36946.1727056989,26324.5729019682,47567.7732594005,0
"2011_Oregon_Na0710412_fmh",2011,"Na0710412_fmh","E","Oregon","eastside","E",1.3995019715469,332956.264269246,4.83195227802932e-05,1818899645.14294,123,14816,749970.930910593,312651.198049465,292346.161078549,332956.264269246,0
"2011_Oregon_Na0710412_fmi",2011,"Na0710412_fmi","A","Oregon","eastside","A",0.0123240845249168,-8801.18918216278,2.78473611649375e-08,3942216.90436583,1,7550,35725.4672242968,5269.8771030317,4511.96131586824,6027.79289019515,-13313.150498031
"2011_Oregon_Na0710412_fmi",2011,"Na0710412_fmi","B","Oregon","eastside","B",0.0376040468368572,9008.62566545491,1.08505123539026e-07,55397142.277115,3,14475,35725.4672242968,8106.55093737905,7204.47553051931,9008.62566545491,0
"2011_Oregon_Na0710412_fmi",2011,"Na0710412_fmi","C",NA,NA,NA,0,0,NA,NA,NA,NA,35725.4672242968,5695.68766076127,4882.94332026481,6508.43167972853,-4882.94332026481
"2011_Oregon_Na0710412_fmi",2011,"Na0710412_fmi","D",NA,NA,NA,0,0,NA,NA,NA,NA,35725.4672242968,1759.96059001653,1253.99215841739,2265.92905734114,-1253.99215841739
"2011_Oregon_Na0710412_fmi",2011,"Na0710412_fmi","E","Oregon","eastside","E",0.153723262354331,33735.2269957229,7.39930325389077e-07,100784060.184427,6,7266,35725.4672242968,14893.3907544809,13926.1440214485,15860.6388808066,17874.5881149164
"2011_Oregon_Na0710412_fmi",2011,"Na0710412_fmi","E","Oregon","westside","E",0.0147352207221245,13926.1440214485,2.529516030219e-08,3483962.02202399,1,6925,35725.4672242968,14893.3907544809,13926.1440214485,15860.6388808066,0
"2011_Oregon_R1RFWF_fcw",2011,"R1RFWF_fcw","A","Oregon","eastside","A",0.059463845281682,29658.4488394097,1.64793249428471e-07,55972496.7353067,14,14475,200283.622380539,33899.701493024,29658.4488394097,38140.9561494746,0
"2011_Oregon_R1RFWF_fcw",2011,"R1RFWF_fcw","B","Oregon","eastside","B",0.130190884071879,45080.8145086381,5.32879047234126e-07,70066736.6551897,21,14475,200283.622380539,50398.5561823466,45080.8145086381,55716.2940506664,0
