"YEAR","ew","BpS_Code","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2011,"eastside","Na0210290_fwo",1.02160874276061,163437.345514965,0.0381109831366896,977666090.19837,29,7550
2011,"eastside","Na0710270_fdd",5.29447264983034,1591716.02441488,0.0850545294492289,7718570188.04591,321,14816
2011,"eastside","Na0710412_fmc",0.125585168037547,15219.2594801081,0.00199442303074279,29290930.2549164,8,6925
2011,"eastside","Na0710412_fmh",3.04753135954204,1597355.33589162,0.023409615306621,6437977060.01797,476,24303
2011,"eastside","Na0710412_fmi",0.109255456417785,32846.2667080776,0.0016334621503061,147615712.701846,11,14816
2011,"eastside","Na1010471_frn",2.91512451487061,651559.448186444,0.0346151797036034,1725631830.36763,234,9487
2011,"eastside","R1RFWF_fcw",0.722793425151887,217298.672265848,0.00671265769022816,606024475.094134,96,14816
2011,"eastside","RaABAMlw_fsi",0.84905535998078,445030.075075745,0.00652286702099175,1790537387.07535,149,24303
2011,"eastside","RaABAMlw_fsw",0.0581434590956798,7046.21735891322,0.000915421545034131,13443928.1580492,4,6925
2011,"eastside","RaABLA_faf",0.0605768507755103,3716.14215603071,0.00200795359211459,7556676.74910465,2,3288
2011,"eastside","RaDFHEdy_fwi",0.887539604135934,445198.307431891,0.0071889747236376,1807451801.09843,140,23960
2011,"eastside","RaDFHEdy_fwx",0.541812440948937,76209.6804768648,0.00952437153273376,188460846.281264,36,7266
2011,"eastside","RaDFHEwt_fhc",0.193366153249275,30934.788903727,0.00702774208757103,179855282.208584,5,7550
2011,"eastside","RaDFHEwt_fwm",1.06296664476305,298871.280509589,0.0199625889855524,1578794398.22207,71,14475
2011,"eastside","RaDFHEwt_fwn",1.34008899611524,214387.934550215,0.0510089150956854,1307587438.90443,34,7550
2011,"eastside","RaDFHEwt_fww",0.0679051886021946,19092.7069732343,0.0013489690928218,106633268.251522,4,14475
2011,"eastside","RaDFWV_fwx",0.0763823512171622,21476.2064539618,0.00132019161669605,104357534.877951,5,14475
2011,"eastside","RaMCONdy_fdd",10.1523925529987,5321349.1522646,0.0675362885484691,19095654951.5279,1620,24303
2011,"eastside","RaMCONdy_fdg",3.39526808159449,1020744.26861597,0.0264362322664663,2381390111.22855,482,14816
2011,"eastside","RaMCONdy_fdx",0.0154161863376548,1868.23765682519,0.000251605277163358,3695144.17483958,1,6925
2011,"eastside","RaMCONdy_fmd",4.9195747376526,2482796.80387728,0.0417497649042764,10767818958.4693,692,23962
2011,"eastside","RaMCONdy_fmx",1.96541082062321,590875.825535639,0.0190152580011731,1717021106.7585,249,14816
2011,"eastside","RaMCONms_fcm",4.36922359468892,2290116.75329526,0.0221577021023467,6088669347.67403,913,24303
2011,"eastside","RaMCONms_fmm",3.36883774521405,1765767.21063813,0.0225572558108985,6199794084.86979,664,24303
2011,"eastside","RaMCONsw_fdm",0.645586170483719,181517.61055001,0.0120162081244104,949803952.178789,40,14475
2011,"eastside","RaMCONsw_fiw",3.64680915078107,1096366.89944315,0.0483920797571911,4370364647.93592,350,14816
2011,"eastside","RaMCONsw_fvw",0.381571103822331,107285.252050649,0.00653144207047567,516657628.575885,29,14475
2011,"eastside","RaMEVG_ftd",1.26610026256838,380636.979305306,0.0144459021416539,1303093355.0107,139,14816
2011,"eastside","RaMEVG_fuc",0.913460925780535,128484.619437516,0.0200005911939269,395999320.124822,51,7266
2011,"eastside","RaOAPI_fop",0.150957546347033,63521.9418569928,0.00185315853616882,328210662.674856,17,20331
2011,"eastside","RaPICOpu_fld",1.18136100669506,332159.883430543,0.0173926319225465,1378211308.52659,104,14475
2011,"eastside","RaPICOpu_flp",0.112286351660852,31571.2312046345,0.00116896269322114,92401162.7226713,14,14475
2011,"eastside","RaPICOpu_flw",0.183114144359235,51485.6783829389,0.00268219307503412,212153787.396052,18,14475
2011,"eastside","RaPIJEsp_fjp",0.165679276764344,49809.3723739843,0.00206468963870227,186641734.751558,20,14816
2011,"eastside","RaPIPOm_fdp",3.414056477921,959920.460642258,0.0292573487185819,2328427044.49471,457,14475
2011,"eastside","RaPIPOm_fpd",1.53314242734115,553391.700552894,0.0232275595194878,3052588720.5448,112,16694
2011,"eastside","RaPIPOm_fpl",3.79679250056215,1067533.24957357,0.0327405238758429,2584787591.1895,470,14475
2011,"eastside","RaPIPOxe_fpd",2.3850463509842,670596.636785594,0.0298987088796938,2372486906.41031,257,14475
2011,"eastside","RaPIPOxe_fxp",10.8754466732985,3057818.12569201,0.148099948489281,13447172757.946,727,14475
2011,"eastside","RaREFI_fcw",0.812713521357481,244332.008258614,0.00853034654706363,769972705.790375,103,14816
2011,"eastside","RaREFI_frf",0.189327160176538,56918.8084708711,0.00228205505035775,206255352.44082,22,14816
2011,"eastside","RaREFI_frm",0.229912675111044,69120.3285755133,0.00267087894467472,241275869.065181,26,14816
2011,"eastside","RaSAWD_fal",0.996836725486031,522489.278898552,0.00956365016749063,2631838056.11107,117,24303
2011,"eastside","RaSAWD_fsw",0.186493044600315,26231.5411496562,0.00242995032030035,48091371.6162606,18,7266
2011,"eastside","RaSPFI_fcd",4.11392177314109,1498154.26181543,0.0417764696236106,5573522720.81306,511,16753
2011,"eastside","RaSPFI_fmz",0.750696071164025,225687.248752784,0.0084730657557384,765924064.316096,87,14816
2011,"eastside","RaSSHE_fss",0.0960234255843548,40406.0254321863,0.00119207069942929,211095667.614254,8,20331
2011,"eastside","RaTAOAco_ftm",2.19389544899719,659566.829979113,0.0278773067383443,2519828224.42791,208,14816
