"YEAR","ew","BpS_Code","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2002,"eastside","Na0210290_fwo",0.751111879518404,118922.608083459,0.310333692212711,7790323689.97158,2,740
2002,"eastside","Na0710270_fdd",5.61037887012822,1556045.86261873,1.12026893247891,87523954675.2075,31,1454
2002,"eastside","Na0710412_fmc",0.297448725362549,35403.1040066691,0.0520273912751696,737158151.178351,2,714
2002,"eastside","Na0710412_fmh",2.71610057980871,1416879.04359823,0.278363071660421,75841380334.2752,37,2438
2002,"eastside","Na0710412_fmi",2.26415009804897,43398.5758862832,12.830270025601,4703826128.67231,1,35
2002,"eastside","Na1010471_frn",2.94821728722254,603984.653114156,0.580756747900259,24365725503.7576,24,915
2002,"eastside","R1RFWF_fcw",1.39090662553196,165549.24505813,0.177631697371156,2511093572.08373,10,714
2002,"eastside","RaABAMlw_fsi",1.31334957604321,450550.636271816,0.180212544186864,21255522089.3743,15,1664
2002,"eastside","RaABAMlw_fsw",0.109914004424858,13082.2444295224,0.0185987827645825,263462624.147105,1,714
2002,"eastside","RaDFHEdy_fwi",1.7352668314698,481278.508306229,0.295290465428537,22663290916.0726,17,1454
2002,"eastside","RaDFHEdy_fwx",0.35232118887335,41934.1642100948,0.0549347493018214,778420950.67611,3,714
2002,"eastside","RaDFHEwt_fhc",0.402516319810024,63729.9074255834,0.163741055217089,4111817848.74176,1,740
2002,"eastside","RaDFHEwt_fwm",1.020069931848,282917.719779159,0.238189455778548,18340907577.1851,6,1454
2002,"eastside","RaDFHEwt_fwn",1.77753130994245,281434.31769965,0.802859486062505,20106952227.721,4,740
2002,"eastside","RaMCONdy_fdd",9.87167319097108,4949492.78658456,0.779233158922279,201257891851.716,160,2404
2002,"eastside","RaMCONdy_fdg",3.37793826447249,936875.562646946,0.332435796817718,25757899232.8495,41,1454
2002,"eastside","RaMCONdy_fmd",5.42946705498852,2618174.03919765,0.545962337265662,128032138344.59,74,2369
2002,"eastside","RaMCONdy_fmx",2.3937146844586,663899.875082122,0.324711037536505,25109552214.7067,27,1454
2002,"eastside","RaMCONms_fcm",3.53137130131698,1770570.84898297,0.156879045629181,39215930363.9273,90,2404
2002,"eastside","RaMCONms_fmm",3.12590465919454,1630657.1401751,0.274628641896315,74577835076.4608,63,2438
2002,"eastside","RaMCONsw_fdm",0.725898666804351,201328.937547412,0.151346421648457,11630664765.7884,5,1454
2002,"eastside","RaMCONsw_fiw",3.69947809936844,1026055.05325513,0.599831379767583,45999123002.0744,38,1454
2002,"eastside","RaMCONsw_fvw",0.248450521008459,29571.2130722785,0.0538787847453476,764349095.799386,2,714
2002,"eastside","RaMEVG_ftd",2.05794604020399,610220.121721591,0.294176889823527,25800959643.6011,17,1489
2002,"eastside","RaMEVG_fuc",0.985528301855474,136190.407856844,0.360538706260698,6975781568.8833,5,749
2002,"eastside","RaOAPI_fop",0.615827498766439,170800.556205656,0.141147909346811,10919224625.3525,3,1454
2002,"eastside","RaPICOpu_fld",0.928563351435914,257538.250914633,0.180593040414047,13929140812.4063,7,1454
2002,"eastside","RaPICOpu_flp",0.215425511608521,25640.4924373787,0.0347710705259794,492951824.865134,4,714
2002,"eastside","RaPICOpu_flw",0.273061271288434,75733.8980602692,0.0410253874167898,3156276612.08784,3,1454
2002,"eastside","RaPIJEsp_fjp",0.128232788659297,15262.5927323672,0.0214382008521266,303694328.108526,1,714
2002,"eastside","RaPIPOm_fdp",3.0128265640503,835611.358573211,0.222334829110957,17119027616.1763,46,1454
2002,"eastside","RaPIPOm_fpd",3.1350048747823,453442.14058285,1.35765797795579,28926038095.6599,11,592
2002,"eastside","RaPIPOm_fpl",3.68989893312047,1023398.25906127,0.261061638084802,19850516360.7645,47,1454
2002,"eastside","RaPIPOxe_fpd",3.57444531689574,991377.048727798,0.616061468134192,47771869219.1934,33,1454
2002,"eastside","RaPIPOxe_fxp",11.3533123256909,3148855.9115805,1.66074217381682,151147605474.265,77,1454
2002,"eastside","RaREFI_fcw",1.37166631573213,406725.137489269,0.229662841476724,20174583864.6908,13,1489
2002,"eastside","RaREFI_frf",0.304590896130344,36253.1833412416,0.0536681936535449,760268028.319726,2,714
2002,"eastside","RaREFI_frm",0.596428372253927,70988.4221883867,0.112294669925998,1594077283.99094,2,714
2002,"eastside","RaSAWD_fal",11.8872714592046,956947.262615392,4.71015466754079,31743927227.4074,15,357
2002,"eastside","RaSAWD_fsw",0.521639676897179,62086.8814034639,0.0953134003773414,1351657755.96658,3,714
2002,"eastside","RaSPFI_fcd",3.44848887884275,1252941.24070059,0.424910398169307,57245905341.2754,47,1698
2002,"eastside","RaSPFI_fmz",0.847191642040944,234969.701683062,0.167430391104661,12886034934.5158,7,1454
2002,"eastside","RaSSHE_fss",0,0,0,0,0,740
2002,"eastside","RaTAOAco_ftm",1.88656367880684,559401.993651363,0.237162304525744,20783719033.0491,23,1489
2002,"westside","Na0210350_fvg",0.382744608298309,60599.4769752561,0.167987045188489,4207725893.08553,1,740
2002,"westside","Na0710411_fmt",2.68402303415079,216068.801334425,2.23151365953738,14775340812.8089,12,357
2002,"westside","Na0710412_fmc",1.54886900414971,562751.373115424,0.219239587077678,29200793070.0152,17,1698
2002,"westside","RaABAMlw_fsi",5.75812138833287,2092101.21008814,0.495282532570721,65226982490.4525,88,1698
2002,"westside","RaABAMlw_fsw",0.790496703548551,234397.299655193,0.121467292562276,10675598608.5889,8,1489
2002,"westside","RaABAMlw_fwc",0.187543449908866,60742.8677044596,0.0298049597219628,3125769616.75136,4,1629
2002,"westside","RaABAMup_fst",7.4652987772056,1680739.30460658,1.45403936446735,73790647795.4684,50,949
2002,"westside","RaABLA_faf",0.723667770490828,104670.160343839,0.396999746322139,8299465469.70487,2,592
2002,"westside","RaDFHEdy_fdg",2.95192640535738,604744.519233841,0.936999910280974,39367089807.3767,14,915
2002,"westside","RaDFHEdy_fwi",11.7386944864803,5885586.21834187,1.07278377886951,269841395671.84,150,2404
2002,"westside","RaDFHEwt_fdm",0.235259516723856,28001.1861842123,0.0374491477751398,530531035.039847,2,714
2002,"westside","RaDFHEwt_fwm",4.35691541407821,2100972.84182596,0.478182356642129,112293733469.616,43,2369
2002,"westside","RaDFHEwt_fwn",7.26848991177115,3504979.65977796,0.739831096969898,172598260907.568,71,2369
2002,"westside","RaDFHEwt_fww",1.27438366198668,614527.758617781,0.15319345993409,35723769518.1352,13,2369
2002,"westside","RaDFWV_fwx",4.07556270040426,1130362.60555828,0.792124454319566,61431279240.7025,23,1454
2002,"westside","RaMCONsw_fiw",0.751729145295886,103881.642671219,0.327057835155236,6240055439.05035,3,749
2002,"westside","RaSAWD_fal",2.9053537844189,233886.334679109,3.24109709407085,21035679769.4646,6,357
2002,"westside","RaSSHE_fss",4.64686848440326,2240792.7529926,0.513341426627679,119277498485.316,41,2369
2003,"eastside","Na0210290_fwo",0.244271695287928,41061.7225261708,0.126089822766426,3561470866.89484,1,755
2003,"eastside","Na0710270_fdd",4.82615684373019,1397958.67204575,0.686459510097516,57439664328.6702,27,1435
2003,"eastside","Na0710412_fmc",0.132412029501288,16096.5820554806,0.0228865188616451,338213359.181015,1,680
2003,"eastside","Na0710412_fmh",3.32305626573607,1758562.68799215,0.345633419524692,96685845318.4539,48,2421
2003,"eastside","Na1010471_frn",3.5886805179622,712958.406990236,0.50007885082493,19654771147.7211,24,916
2003,"eastside","R1RFWF_fcw",0.784566286405665,227259.7595539,0.0779312046748819,6518982048.10565,10,1435
