"YEAR","STATE","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2011,"Oregon","A",11.6912175342569,3468852.64109231,0.00316317835013226,12617817366.0536,1685,14816
2011,"Oregon","B",52.0856672270963,15454122.1899565,0.0629578105822427,37243071710.7704,5177,14816
2011,"Oregon","C",2.73775267232956,812307.234917217,0.000176378031356734,2931244238.19444,389,14816
2011,"Oregon","D",0.166288418363783,49338.7465876909,8.23053502914499e-07,152542946.59617,32,14816
2011,"Oregon","E",33.3190741479534,9885964.23068994,0.0262255748748535,21320097675.0955,3566,14816
2011,"Washington","A",12.3426907245735,2758358.16817602,0.00410377290187123,11732334100.5839,988,9487
2011,"Washington","B",55.0309154227318,12298369.8162575,0.0824463748791832,29491808393.2626,3424,9487
2011,"Washington","C",3.60893507799424,806528.800967454,0.0003636040489004,3233167383.79027,365,9487
2011,"Washington","D",0.285058611225625,63705.2135737027,2.81292746379105e-06,283562046.370343,30,9487
2011,"Washington","E",28.7324001634748,6421148.552676,0.0227020374795414,18650039268.3429,1829,9487
2017,"Oregon","A",10.9912838965134,3237896.91891304,0.00217283156640317,11072900027.352,1692,14824
2017,"Oregon","B",51.351719469263,15127584.3491912,0.0474198560563098,33916213317.1041,5100,14824
2017,"Oregon","C",2.32581200926429,685155.584158522,9.97110660612839e-05,2403599402.27287,352,14824
2017,"Oregon","D",0.153391046955192,45187.1139897142,6.21232437434412e-07,169418272.608012,34,14824
2017,"Oregon","E",35.1777935780041,10362944.9036896,0.0226369521391509,21383237137.7334,3740,14824
2017,"Washington","A",11.8050376707107,2609412.25160349,0.00346598396699671,10014702452.5864,1044,9535
2017,"Washington","B",54.4768112914548,12041677.6953543,0.0743840883031934,25782012314.1991,3457,9535
2017,"Washington","C",3.66153270390443,809353.478042726,0.000341137932944389,3068132572.29569,384,9535
2017,"Washington","D",0.337692177046547,74644.2432998071,3.45727666658474e-06,316171414.532726,37,9535
2017,"Washington","E",29.7189261568836,6569138.71699683,0.0222178603584442,16040116409.7083,1902,9535
2018,"Oregon","A",11.099462262586,3270494.58027675,0.00219246002149749,11062437148.3264,1696,14938
2018,"Oregon","B",51.3303365379454,15124659.5086868,0.0468205559099926,33999328523.9676,5124,14938
2018,"Oregon","C",2.2178975602257,653511.114207543,9.00084075504928e-05,2223159036.87807,349,14938
2018,"Oregon","D",0.182872758660144,53884.0848258276,8.54862603077199e-07,223299705.036645,37,14938
2018,"Oregon","E",35.1694308805827,10362793.2926153,0.0223839480434294,20775669452.1442,3856,14938
2018,"Washington","A",11.916715562173,2631897.05040502,0.00354998944650767,10093327238.8011,1053,9551
2018,"Washington","B",54.1155388034391,11951827.3482965,0.0738785576903602,25654214106.0483,3452,9551
2018,"Washington","C",3.76598107745485,831745.495469991,0.000363160250293773,3163357410.97329,389,9551
2018,"Washington","D",0.350744967752921,77464.6874180309,3.7550782496605e-06,369612197.966465,37,9551
2018,"Washington","E",29.8510195891801,6592824.17193311,0.0225752022563778,15954516084.3844,1920,9551
2019,"Oregon","A",11.2929707234901,3328536.76700394,0.00230678417107916,11237673840.3837,1725,15061
2019,"Oregon","B",51.1125691239885,15065129.4288176,0.0471772888818306,33941215155.7753,5136,15061
2019,"Oregon","C",2.28254137768753,672765.659618463,9.64486946853844e-05,2304065448.92332,358,15061
2019,"Oregon","D",0.181241178551287,53419.7724650301,8.34043108429209e-07,200571625.151821,38,15061
2019,"Oregon","E",35.1306775962826,10354560.8053122,0.0227027999513466,20421723285.1423,3963,15061
2019,"Washington","A",11.9214651417766,2629776.66655008,0.00356358155099298,10031114583.7402,1055,9556
2019,"Washington","B",53.5931368709418,11822202.988837,0.0726973087855339,25396319325.8792,3429,9556
2019,"Washington","C",3.97143877339601,876066.565200112,0.000405088515598978,3361818706.17497,406,9556
2019,"Washington","D",0.310581982370298,68511.8180169051,2.9982059552762e-06,306012006.290263,36,9556
2019,"Washington","E",30.2033772315153,6662615.35388863,0.0231864767142762,15896799006.1465,1946,9556
