"YEAR","STATE","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2002,"Oregon","A",13.7721315602595,4014791.52042819,0.061554984657399,163563831465.513,188,1489
2002,"Oregon","B",51.1924991013147,14923413.3004182,0.860340903154146,413049846842.464,530,1489
2002,"Oregon","C",3.09510085138685,902270.254872865,0.00316695324014664,44245966718.8687,41,1489
2002,"Oregon","D",0.153856336073029,18277.9833370376,5.26650084762094e-06,384242743.48498,1,714
2002,"Oregon","E",31.8775686457413,9292809.3033972,0.337917848639345,232367240543.483,340,1489
2002,"Washington","A",16.6535995083946,3749395.71640466,0.0847312913680703,183716244530.72,115,949
2002,"Washington","B",51.4591708313322,11585531.0791806,0.81613656902871,335110339410.266,330,949
2002,"Washington","C",3.46633560459316,710128.631560192,0.00372032383533535,30693435682.5649,28,915
2002,"Washington","D",0.119100323971043,24399.4118653318,5.10453000587931e-06,331725244.152876,2,915
2002,"Washington","E",28.6246943644193,6444571.1198499,0.255742529912632,207329738190.104,180,949
2003,"Oregon","A",11.8476472620125,3631397.1747221,0.0406402561436649,140732883302.348,165,1471
2003,"Oregon","B",52.1318071549488,15978809.3812206,0.789382795237866,442415784448.943,505,1471
2003,"Oregon","C",4.27836750738831,1311353.32907553,0.00532804065547111,52824730613.6861,51,1471
2003,"Oregon","D",0.105445106802838,30237.1404330727,4.13708833497386e-06,509690931.332482,3,1435
2003,"Oregon","E",31.643527623269,9698990.37911262,0.296016828240985,221013280311.701,350,1471
2003,"Washington","A",10.7324281656228,2358845.75720498,0.0347189134127604,109548860395.859,88,950
2003,"Washington","B",55.4840153539266,12194652.7095819,0.942711626369131,308412920050.48,341,950
2003,"Washington","C",6.16832307266552,1355715.82539283,0.0118592157201359,48876718723.4659,52,950
2003,"Washington","D",0.509978528409832,101316.759013355,9.67564228119973e-05,3750182761.7936,5,916
2003,"Washington","E",27.1542559001361,5968146.28820552,0.227338578681429,200705681667.498,171,950
2004,"Oregon","A",11.146843189451,3204878.39849792,0.0354608992886319,119435866440.407,164,1511
2004,"Oregon","B",51.2446777961931,14733584.936624,0.75470521867081,369407631708.249,517,1511
2004,"Oregon","C",3.04475802094647,875411.903095515,0.00272011757324541,35849359399.55,44,1511
2004,"Oregon","D",0.395212341787623,46903.4395390312,2.14452709786387e-05,853003759.520709,5,718
2004,"Oregon","E",34.4005867896803,9890665.51167022,0.344176953936479,251223297058.701,378,1511
2004,"Washington","A",11.6964739153922,2662586.97690201,0.0395233432461279,143838643059.114,96,953
2004,"Washington","B",56.0482069576518,12758821.7614683,0.929974559135037,308936486277.342,349,953
2004,"Washington","C",2.93632384318752,668425.175090536,0.00263348234803499,28584565201.4757,33,953
2004,"Washington","D",0.344966775250159,70376.5833020247,4.4422035742563e-05,3314354451.7984,4,920
2004,"Washington","E",29.0098381076883,6603803.65110884,0.250713111139833,203974427161.928,182,953
2005,"Oregon","A",12.1766772035621,3574488.788521,0.0353926941269424,144347629670.84,168,1505
2005,"Oregon","B",51.3460337196335,15072734.4412284,0.633333322884493,392371303134.6,521,1505
2005,"Oregon","C",2.0287400779746,595540.847664258,0.00103087936552612,20736178929.3247,39,1505
2005,"Oregon","D",0.303848636142575,35795.5139587138,1.49765060299091e-05,497678999.586848,4,695
2005,"Oregon","E",34.3266097665092,10076647.3239866,0.287455771232049,232204666738.559,382,1505
2005,"Washington","A",11.0611779991509,2413553.06775297,0.045574405767444,115485973071.867,86,945
2005,"Washington","B",55.5531215167692,12121711.3466887,1.15949026820503,287128197565.352,349,945
2005,"Washington","C",3.54032455370914,772500.106959833,0.00474868656241248,28011689551.5733,34,945
2005,"Washington","D",0.658709042698226,55752.732049769,0.000311260327479946,2100257264.3438,4,376
2005,"Washington","E",29.5898642942767,6456519.16525774,0.328970386656183,200175396069.485,186,945
2006,"Oregon","A",12.2038116833526,3460976.15148917,0.0454441553284877,136615337698.083,155,1481
2006,"Oregon","B",55.6986911172935,15796035.4213821,0.946235917021615,399682499412.066,535,1481
2006,"Oregon","C",1.29707668688989,367848.308090677,0.000518283171038497,12676839913.112,24,1481
2006,"Oregon","D",0.0885068510761368,23576.7535644757,3.03940078672765e-06,429858748.393306,4,1449
2006,"Oregon","E",30.7172860879515,8711359.80686198,0.293431962335349,187439138594.188,327,1481
2006,"Washington","A",14.6113870954378,3302707.12019212,0.0577914868770109,132744379739.329,116,968
2006,"Washington","B",50.6199911578776,11441966.7434165,0.692747124861666,312709658854.885,333,968
2006,"Washington","C",4.75426085371186,1074636.5879053,0.0062692869772596,50674529861.7942,46,968
2006,"Washington","D",0.0942124912744497,13158.1636489504,7.01919913128281e-06,272644772.083823,1,613
2006,"Washington","E",29.9561483371683,6771183.58171402,0.245082259061886,207060924514.646,196,968
2007,"Oregon","A",10.9945594507671,3228305.8470932,0.0330002420220553,125803072150.29,165,1504
2007,"Oregon","B",55.4696948860396,16287432.0830185,0.837299267662558,393730610050.985,531,1504
2007,"Oregon","C",2.31881094476095,680866.838257281,0.0014949272775198,24695275898.9469,35,1504
2007,"Oregon","D",0.256088512317581,30672.7702095743,8.90885407299963e-06,496571865.717966,3,706
2007,"Oregon","E",31.112473241868,9135480.11941902,0.266207871799466,223036503411.476,355,1504
2007,"Washington","A",9.88541126102375,2195491.20470947,0.0291046426511251,89396237326.4834,91,966
2007,"Washington","B",56.7503030259011,12603905.6816195,0.978250180885834,289023165214.468,358,966
2007,"Washington","C",3.25761776484376,723497.582666997,0.00331586889599324,29840261764.3587,35,966
2007,"Washington","D",0.0806985756630131,4860.76237629195,3.90001874067605e-06,91356274.6446246,1,316
2007,"Washington","E",30.0847818960219,6681651.60803623,0.277521090579317,179720321692.128,182,966
2008,"Oregon","A",10.2103808164395,2967004.3265307,0.028911619614363,100670236055.835,190,1499
2008,"Oregon","B",52.3739499031568,15219191.0129319,0.758306832744295,356800611626.844,522,1499
2008,"Oregon","C",3.17397917464822,922317.209592922,0.00277439073988717,37093722240.3612,38,1499
2008,"Oregon","D",0.158302778007463,19011.0926345086,5.22476924140188e-06,408021444.488716,1,681
2008,"Oregon","E",34.1762670479596,9931180.2389095,0.325658926173091,247081598753.137,350,1499
2008,"Washington","A",11.8982473732443,2558547.66221035,0.0482142761804207,104750689807.34,98,948
2008,"Washington","B",57.1396201204544,12287056.8154034,1.13381193292277,293614970902.791,356,948
2008,"Washington","C",3.0853625223621,663463.014427857,0.0034044947259496,21894455215.1091,36,948
2008,"Washington","D",0.456043463638132,89127.9831737789,8.39431312388104e-05,4680294998.50072,5,911
2008,"Washington","E",27.4622900008836,5905372.08351425,0.262372997751174,192526586628.774,161,948
