"YEAR","STATE","ew","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2002,"Oregon","eastside","A",10.0727464129091,2936362.952171,0.0330286378232742,119900893322.557,144,1489
2002,"Oregon","eastside","B",38.6666507225078,11271932.7988439,0.488580223285299,334088725090.918,419,1489
2002,"Oregon","eastside","C",2.52474442616968,736002.445887421,0.00210816580655179,36793926745.8403,28,1489
2002,"Oregon","eastside","D",0.153856336073029,18277.9833370376,5.26650084762094e-06,384242743.48498,1,714
2002,"Oregon","eastside","E",18.5411229985241,5405027.03361395,0.114176790680354,175964271453.145,218,1489
2002,"Oregon","westside","A",3.95974604640578,1078428.56825719,0.00545645038315398,53872779122.3694,44,1454
2002,"Oregon","westside","B",12.5258483788069,3651480.50157426,0.052417797672188,146925985932.134,111,1489
2002,"Oregon","westside","C",0.610497828649556,166267.808985444,0.000141512542400284,7455054698.87538,13,1454
2002,"Oregon","westside","E",13.3364456472172,3887782.26978325,0.0594201759425176,118128740721.139,122,1489
2002,"Washington","eastside","A",4.59781447693135,1035153.14487658,0.00669375682699288,64318230533.7081,36,949
2002,"Washington","eastside","B",28.7393126628152,6470376.31330435,0.253505959557983,229583948745.073,205,949
2002,"Washington","eastside","C",1.75275059796482,359076.132717724,0.00100345935315015,10790001007.7578,17,915
2002,"Washington","eastside","E",8.76597329354734,1973573.50285605,0.0237592349612738,102382447233.101,57,949
2002,"Washington","westside","A",12.0557850314633,2714242.57152808,0.0441030633019669,124688818301.58,79,949
2002,"Washington","westside","B",22.7198581685171,5115154.76587627,0.16036853601092,191143050196.333,125,949
2002,"Washington","westside","C",1.71358500662834,351052.498842468,0.000895354284892003,20256718886.6459,11,915
2002,"Washington","westside","D",0.119100323971043,24399.4118653318,5.10453000587931e-06,331725244.152876,2,915
2002,"Washington","westside","E",19.858721070872,4470997.61699386,0.124028145130843,129185268000.529,123,949
2003,"Oregon","eastside","A",7.87706288151125,2414381.79753583,0.0179846291299647,96206979612.6405,123,1471
2003,"Oregon","eastside","B",39.7089047692018,12171091.9814888,0.456059057472404,367573148316.224,398,1471
2003,"Oregon","eastside","C",4.01073571299573,1229322.07674924,0.00468599442070291,49007912927.599,46,1471
2003,"Oregon","eastside","D",0.0845422826459828,24243.1057296847,2.83650940733508e-06,482364097.141608,2,1435
2003,"Oregon","eastside","E",19.548926541028,5991899.91396485,0.113095110161163,166010689748.375,222,1471
2003,"Oregon","westside","A",4.24406258628016,1217015.37718627,0.0056167888310031,55634896921.0668,42,1435
2003,"Oregon","westside","B",12.422902385747,3807717.3997318,0.0456018875664997,151401376139.221,107,1471
2003,"Oregon","westside","C",0.267631794392579,82031.2523262889,2.46589069939014e-05,3844878489.65832,5,1471
2003,"Oregon","westside","D",0.0493075049871544,5994.03470338796,4.36113320705904e-07,27326834.1908738,1,680
